"","Gene_symbol","Transcript","Ensembl","Ensembl_biomart"
"417","DPH2","NM_001384","ENSG00000132768","ENSG00000132768"
"418","DRG2","NM_001388","ENSG00000108591","ENSG00000108591"
"419","ECH1","NM_001398","ENSG00000104823","ENSG00000104823"
"420","ECH1","NM_001398","ENSG00000104823","ENSG00000282853"
"421","EIF4A1","NM_001416","ENSG00000207094","ENSG00000161960"
"422","EIF4G2","NM_001418","ENSG00000110321","ENSG00000110321"
"423","ELAVL1","NM_001419","ENSG00000066044","ENSG00000066044"
"424","EXTL3","NM_001440","ENSG00000012232","ENSG00000012232"
"425","XRCC6","NM_001469","ENSG00000196419","ENSG00000196419"
"426","BLOC1S1","NM_001487","ENSG00000135441","ENSG00000135441"
"427","GDI2","NM_001494","ENSG00000057608","ENSG00000057608"
"428","GCLC","NM_001498","ENSG00000001084","ENSG00000001084"
"429","GLE1","NM_001499","ENSG00000119392","ENSG00000119392"
"430","GTF2B","NM_001514","ENSG00000137947","ENSG00000137947"
"431","GTF2H4","NM_001517","ENSG00000215476","ENSG00000221974"
"432","GTF2H4","NM_001517","ENSG00000215476","ENSG00000213780"
"433","GTF2H4","NM_001517","ENSG00000215476","ENSG00000236895"
"434","GTF2H4","NM_001517","ENSG00000215476","ENSG00000233149"
"435","GTF2H4","NM_001517","ENSG00000215476","ENSG00000226384"
"436","GTF2H4","NM_001517","ENSG00000215476","ENSG00000234370"
"437","GTF2I","NM_001518","ENSG00000077809","ENSG00000263001"
"438","BRF1","NM_001519","ENSG00000185024","ENSG00000185024"
"439","GTF3C1","NM_001520","ENSG00000077235","ENSG00000077235"
"440","GTF3C2","NM_001521","ENSG00000115207","ENSG00000115207"
"441","HDAC2","NM_001527","ENSG00000196591","ENSG00000196591"
"442","HNRNPL","NM_001533","ENSG00000104824","ENSG00000104824"
"443","HNRNPL","NM_001533","ENSG00000104824","ENSG00000282947"
"444","HSBP1","NM_001537","ENSG00000166530","ENSG00000230989"
"445","NDST1","NM_001543","ENSG00000070614","ENSG00000070614"
"446","ICT1","NM_001545","ENSG00000167862",NA
"447","IFRD1","NM_001550","ENSG00000006652","ENSG00000006652"
"448","IL13RA1","NM_001560","ENSG00000131724","ENSG00000131724"
"449","EIF3E","NM_001568","ENSG00000104408","ENSG00000104408"
"450","IRAK1","NM_001569","ENSG00000184216","ENSG00000184216"
"451","AARS","NM_001605","ENSG00000090861","ENSG00000090861"
"452","PARP1","NM_001618","ENSG00000143799","ENSG00000143799"
"453","AK2","NM_001625","ENSG00000004455","ENSG00000004455"
"454","AMD1","NM_001634","ENSG00000218624","ENSG00000123505"
"455","APEH","NM_001640","ENSG00000164062","ENSG00000164062"
"456","APEX1","NM_001641","ENSG00000100823","ENSG00000100823"
"457","ARCN1","NM_001655","ENSG00000095139","ENSG00000095139"
"458","ARF1","NM_001658","ENSG00000143761","ENSG00000143761"
"459","ARF5","NM_001662","ENSG00000004059","ENSG00000004059"
"460","ARF6","NM_001663","ENSG00000165527","ENSG00000165527"
"461","RHOA","NM_001664","ENSG00000067560","ENSG00000067560"
"462","ARNT","NM_001668","ENSG00000143437","ENSG00000143437"
"463","ATF4","NM_001675","ENSG00000128272","ENSG00000128272"
"464","ATP5J","NM_001685","ENSG00000154723","ENSG00000154723"
"465","ATP5B","NM_001686","ENSG00000110955","ENSG00000110955"
"466","ATP5D","NM_001687","ENSG00000099624","ENSG00000099624"
"467","ATP5F1","NM_001688","ENSG00000116459","ENSG00000116459"
"468","ATP5G3","NM_001689","ENSG00000154518","ENSG00000154518"
"469","ATP6V0C","NM_001694","ENSG00000185883","ENSG00000185883"
"470","ATP6V1C1","NM_001695","ENSG00000155097","ENSG00000155097"
"471","ATP6V1E1","NM_001696","ENSG00000131100","ENSG00000131100"
"472","ATP5O","NM_001697","ENSG00000159186","ENSG00000241837"
"473","AUH","NM_001698","ENSG00000148090","ENSG00000148090"
"474","BCL7B","NM_001707","ENSG00000106635","ENSG00000106635"
"475","BPGM","NM_001724","ENSG00000172331","ENSG00000172331"
"476","BSG","NM_001728","ENSG00000172270","ENSG00000172270"
"477","CANX","NM_001746","ENSG00000127022","ENSG00000127022"
"478","CANX","NM_001746","ENSG00000127022","ENSG00000283777"
"479","CAPNS1","NM_001749","ENSG00000126247","ENSG00000126247"
"480","CARS","NM_001751","ENSG00000110619","ENSG00000110619"
"481","CARS","NM_001751","ENSG00000110619","ENSG00000278191"
"482","CCT6A","NM_001762","ENSG00000146731","ENSG00000146731"
"483","CD63","NM_001780","ENSG00000135404","ENSG00000135404"
"484","CDC42","NM_001791","ENSG00000070831","ENSG00000070831"
"485","CEBPG","NM_001806","ENSG00000153879","ENSG00000153879"
"486","CENPB","NM_001810","ENSG00000125817","ENSG00000125817"
"487","CLCN3","NM_001829","ENSG00000109572","ENSG00000109572"
"488","CLTA","NM_001833","ENSG00000122705","ENSG00000122705"
"489","CLTB","NM_001834","ENSG00000175416","ENSG00000175416"
"490","COX4I1","NM_001861","ENSG00000131143","ENSG00000131143"
"491","COX5B","NM_001862","ENSG00000135940","ENSG00000135940"
"492","COX6B1","NM_001863","ENSG00000126267","ENSG00000126267"
"493","COX7A2","NM_001865","ENSG00000112695","ENSG00000112695"
"494","COX7C","NM_001867","ENSG00000127184","ENSG00000127184"
"495","ATF2","NM_001880","ENSG00000115966","ENSG00000115966"
"496","CSNK1A1","NM_001892","ENSG00000113712","ENSG00000113712"
"497","CSNK1D","NM_001893","ENSG00000141551","ENSG00000141551"
"498","CTNNA1","NM_001903","ENSG00000044115","ENSG00000044115"
"499","CTNNB1","NM_001904","ENSG00000168036","ENSG00000168036"
"500","CTSD","NM_001909","ENSG00000117984","ENSG00000117984"
"501","CUX1","NM_001913","ENSG00000160967","ENSG00000257923"
"502","CYC1","NM_001916","ENSG00000179091","ENSG00000179091"
"503","DBT","NM_001918","ENSG00000137992","ENSG00000137992"
"504","ECI1","NM_001919","ENSG00000167969","ENSG00000167969"
"505","DCTD","NM_001921","ENSG00000129187","ENSG00000129187"
"506","DDB1","NM_001923","ENSG00000167986","ENSG00000167986"
"507","DHPS","NM_001930","ENSG00000095059","ENSG00000095059"
"508","DLST","NM_001933","ENSG00000119689","ENSG00000119689"
"509","DR1","NM_001938","ENSG00000117505","ENSG00000117505"
"510","DUT","NM_001948","ENSG00000128951","ENSG00000128951"
"511","E2F4","NM_001950","ENSG00000205250","ENSG00000205250"
"512","EEF1B2","NM_001959","ENSG00000114942","ENSG00000114942"
"513","EEF1B2","NM_001959","ENSG00000114942","ENSG00000283391"
"514","EEF2","NM_001961","ENSG00000167658","ENSG00000167658"
"515","EIF5","NM_001969","ENSG00000100664","ENSG00000100664"
"516","EIF5A","NM_001970","ENSG00000132507","ENSG00000132507"
"517","ELK4","NM_001973","ENSG00000158711","ENSG00000158711"
"518","ERCC1","NM_001983","ENSG00000012061","ENSG00000012061"
"519","ESD","NM_001984","ENSG00000139684","ENSG00000139684"
"520","ETFB","NM_001985","ENSG00000105379","ENSG00000105379"
"521","ETV6","NM_001987","ENSG00000139083","ENSG00000139083"
"522","FDPS","NM_002004","ENSG00000160752","ENSG00000160752"
"523","FKBP3","NM_002013","ENSG00000100442","ENSG00000100442"
"524","FNTA","NM_002027","ENSG00000168522","ENSG00000168522"
"525","FNTB","NM_002028","ENSG00000125954","ENSG00000257365"
"526","KDSR","NM_002035","ENSG00000119537","ENSG00000119537"
"527","GABPB1","NM_002041","ENSG00000104064","ENSG00000104064"
"528","GALK2","NM_002044","ENSG00000156958","ENSG00000156958"
"529","GARS","NM_002047","ENSG00000106105","ENSG00000106105"
"530","GCLM","NM_002061","ENSG00000023909","ENSG00000023909"
"531","GNB1","NM_002074","ENSG00000078369","ENSG00000078369"
"532","GNS","NM_002076","ENSG00000135677","ENSG00000135677"
"533","GOLGA1","NM_002077","ENSG00000136935","ENSG00000136935"
"534","GPX4","NM_002085","ENSG00000167468","ENSG00000167468"
"535","GRSF1","NM_002092","ENSG00000132463","ENSG00000132463"
"536","GSK3B","NM_002093","ENSG00000082701","ENSG00000082701"
"537","GSPT1","NM_002094","ENSG00000103342","ENSG00000103342"
"538","GTF2F1","NM_002096","ENSG00000125651","ENSG00000125651"
"539","GTF3A","NM_002097","ENSG00000122034","ENSG00000122034"
"540","H2AFX","NM_002105","ENSG00000188486","ENSG00000188486"
"541","H2AFZ","NM_002106","ENSG00000164032","ENSG00000164032"
"542","HARS","NM_002109","ENSG00000170445","ENSG00000170445"
"543","HTT","NM_002111","ENSG00000197386","ENSG00000197386"
"544","HIVEP1","NM_002114","ENSG00000095951","ENSG00000095951"
"545","HMGB1","NM_002128","ENSG00000189403","ENSG00000189403"
"546","HMOX2","NM_002134","ENSG00000103415","ENSG00000277424"
"547","HMOX2","NM_002134","ENSG00000103415","ENSG00000103415"
"548","HNRNPA2B1","NM_002137","ENSG00000122566","ENSG00000122566"
"549","HNRNPD","NM_002138","ENSG00000138668","ENSG00000138668"
"550","RBMX","NM_002139","ENSG00000147274","ENSG00000147274"
"551","HNRNPK","NM_002140","ENSG00000165119","ENSG00000165119"
"552","HSPA4","NM_002154","ENSG00000170606","ENSG00000170606"
"553","IARS","NM_002161","ENSG00000196305","ENSG00000196305"
"554","IL6ST","NM_002184","ENSG00000134352","ENSG00000134352"
"555","ITGB1","NM_002211","ENSG00000150093","ENSG00000150093"
"556","EIF6","NM_002212","ENSG00000126005","ENSG00000242372"
"557","JAK1","NM_002227","ENSG00000162434","ENSG00000162434"
"558","CD82","NM_002231","ENSG00000085117","ENSG00000085117"
"559","KPNA1","NM_002264","ENSG00000114030","ENSG00000114030"
"560","KPNB1","NM_002265","ENSG00000108424","ENSG00000108424"
"561","TNPO1","NM_002270","ENSG00000083312","ENSG00000083312"
"562","LAMP2","NM_002294","ENSG00000005893","ENSG00000005893"
"563","LIG3","NM_002311","ENSG00000005156","ENSG00000005156"
"564","LIG4","NM_002312","ENSG00000174405","ENSG00000174405"
"565","LRPAP1","NM_002337","ENSG00000163956","ENSG00000163956"
"566","LSS","NM_002340","ENSG00000160285","ENSG00000281289"
"567","LSS","NM_002340","ENSG00000160285","ENSG00000160285"
"568","M6PR","NM_002355","ENSG00000003056","ENSG00000003056"
"569","MAGOH","NM_002370","ENSG00000162385","ENSG00000162385"
"570","MARK3","NM_002376","ENSG00000075413","ENSG00000075413"
"571","MAX","NM_002382","ENSG00000125952","ENSG00000125952"
"572","MAZ","NM_002383","ENSG00000103495","ENSG00000103495"
"573","MBD1","NM_002384","ENSG00000141644","ENSG00000141644"
"574","ME2","NM_002396","ENSG00000082212","ENSG00000082212"
"575","MGAT2","NM_002408","ENSG00000168282","ENSG00000168282"
"576","MGMT","NM_002412","ENSG00000170430","ENSG00000170430"
"577","MIF","NM_002415","ENSG00000099964","ENSG00000276701"
"578","MIF","NM_002415","ENSG00000099964","ENSG00000240972"
"579","MNAT1","NM_002431","ENSG00000020426","ENSG00000020426"
"580","MPG","NM_002434","ENSG00000103152","ENSG00000103152"
"581","MPI","NM_002435","ENSG00000178802","ENSG00000178802"
"582","MSH3","NM_002439","ENSG00000113318","ENSG00000113318"
"583","MTRR","NM_002454","ENSG00000124275","ENSG00000124275"
"584","MVD","NM_002461","ENSG00000167508","ENSG00000167508"
"585","NUBP1","NM_002484","ENSG00000103274","ENSG00000103274"
"586","NBN","NM_002485","ENSG00000104320","ENSG00000104320"
"587","NDUFA2","NM_002488","ENSG00000131495","ENSG00000131495"
"588","NDUFA4","NM_002489","ENSG00000189043","ENSG00000189043"
"589","NDUFA6","NM_002490","ENSG00000184983","ENSG00000184983"
"590","NDUFA6","NM_002490","ENSG00000184983","ENSG00000273397"
"591","NDUFA6","NM_002490","ENSG00000184983","ENSG00000272765"
"592","NDUFA6","NM_002490","ENSG00000184983","ENSG00000277365"
"593","NDUFA6","NM_002490","ENSG00000184983","ENSG00000281013"
"594","NDUFB3","NM_002491","ENSG00000119013","ENSG00000119013"
"595","NDUFB5","NM_002492","ENSG00000136521","ENSG00000136521"
"596","NDUFB6","NM_002493","ENSG00000165264","ENSG00000165264"
"597","NDUFC1","NM_002494","ENSG00000109390","ENSG00000109390"
"598","NDUFS4","NM_002495","ENSG00000164258","ENSG00000164258"
"599","NDUFS8","NM_002496","ENSG00000110717","ENSG00000110717"
"600","NFKBIB","NM_002503","ENSG00000104825","ENSG00000104825"
"601","NFKBIB","NM_002503","ENSG00000104825","ENSG00000282905"
"602","NFX1","NM_002504","ENSG00000086102","ENSG00000086102"
"603","NME2","NM_002512","ENSG00000011052","ENSG00000243678"
"604","NME3","NM_002513","ENSG00000103024","ENSG00000103024"
"605","OAZ2","NM_002537","ENSG00000180304","ENSG00000180304"
"606","ODC1","NM_002539","ENSG00000115758","ENSG00000115758"
"607","ORC4","NM_002552","ENSG00000115947","ENSG00000115947"
"608","OSBP","NM_002556","ENSG00000110048","ENSG00000110048"
"609","PEBP1","NM_002567","ENSG00000089220","ENSG00000089220"
"610","PRDX1","NM_002574","ENSG00000117450","ENSG00000117450"
"611","PAK2","NM_002577","ENSG00000180370","ENSG00000180370"
"612","PARN","NM_002582","ENSG00000140694","ENSG00000140694"
"613","PARN","NM_002582","ENSG00000140694","ENSG00000274829"
"614","PBX2","NM_002586","ENSG00000204304","ENSG00000237344"
"615","PBX2","NM_002586","ENSG00000204304","ENSG00000224952"
"616","PBX2","NM_002586","ENSG00000204304","ENSG00000225987"
"617","PBX2","NM_002586","ENSG00000204304","ENSG00000232005"
"618","PBX2","NM_002586","ENSG00000204304","ENSG00000206315"
"619","PBX2","NM_002586","ENSG00000204304","ENSG00000236353"
"620","PBX2","NM_002586","ENSG00000204304","ENSG00000204304"
"621","PCNA","NM_002592","ENSG00000132646","ENSG00000132646"
"622","PDCD2","NM_002598","ENSG00000071994","ENSG00000071994"
"623","PDE6D","NM_002601","ENSG00000156973","ENSG00000156973"
"624","PEX13","NM_002618","ENSG00000162928","ENSG00000162928"
"625","PFDN4","NM_002623","ENSG00000101132","ENSG00000101132"
"626","PFDN5","NM_002624","ENSG00000123349","ENSG00000123349"
"627","PHB","NM_002634","ENSG00000167085","ENSG00000167085"
"628","SLC25A3","NM_002635","ENSG00000075415","ENSG00000075415"
"629","PIGC","NM_002642","ENSG00000135845","ENSG00000135845"
"630","PIGF","NM_002643","ENSG00000151665","ENSG00000151665"
"631","PIK3C3","NM_002647","ENSG00000078142","ENSG00000078142"
"632","PI4KA","NM_002650","ENSG00000133511","ENSG00000241973"
"633","PI4KB","NM_002651","ENSG00000143393","ENSG00000143393"
"634","PLRG1","NM_002669","ENSG00000171566","ENSG00000171566"
"635","EXOSC10","NM_002685","ENSG00000171824","ENSG00000171824"
"636","PNN","NM_002687","ENSG00000100941","ENSG00000100941"
"637","POLG","NM_002693","ENSG00000140521","ENSG00000140521"
"638","POLR2E","NM_002695","ENSG00000099817","ENSG00000099817"
"639","POLR2G","NM_002696","ENSG00000168002","ENSG00000168002"
"640","PPM1B","NM_002706","ENSG00000138032","ENSG00000138032"
"641","PPP1CA","NM_002708","ENSG00000172531","ENSG00000172531"
"642","PPP1CC","NM_002710","ENSG00000186298","ENSG00000186298"
"643","PPP1R7","NM_002712","ENSG00000115685","ENSG00000115685"
"644","PPP1R8","NM_002713","ENSG00000117751","ENSG00000117751"
"645","PPP1R10","NM_002714","ENSG00000206407","ENSG00000204569"
"646","PPP1R10","NM_002714","ENSG00000206407","ENSG00000231737"
"647","PPP1R10","NM_002714","ENSG00000206407","ENSG00000227804"
"648","PPP1R10","NM_002714","ENSG00000206407","ENSG00000238104"
"649","PPP1R10","NM_002714","ENSG00000206407","ENSG00000235291"
"650","PPP1R10","NM_002714","ENSG00000206407","ENSG00000230995"
"651","PPP1R10","NM_002714","ENSG00000206407","ENSG00000206489"
"652","PPP2CA","NM_002715","ENSG00000113575","ENSG00000113575"
"653","PPP2R2A","NM_002717","ENSG00000221914","ENSG00000221914"
"654","PPP2R5C","NM_002719","ENSG00000078304","ENSG00000078304"
"655","PPP4C","NM_002720","ENSG00000149923","ENSG00000149923"
"656","PPP6C","NM_002721","ENSG00000119414","ENSG00000119414"
"657","PREP","NM_002726","ENSG00000085377","ENSG00000085377"
"658","PRKACA","NM_002730","ENSG00000072062","ENSG00000072062"
"659","PRKAG1","NM_002733","ENSG00000181929","ENSG00000181929"
"660","PRKAR1A","NM_002734","ENSG00000108946","ENSG00000108946"
"661","MAPK1","NM_002745","ENSG00000100030","ENSG00000100030"
"662","MAPK6","NM_002748","ENSG00000069956","ENSG00000069956"
"663","MAPK8","NM_002750","ENSG00000107643","ENSG00000107643"
"664","MAPK9","NM_002752","ENSG00000050748","ENSG00000050748"
"665","MAP2K1","NM_002755","ENSG00000169032","ENSG00000169032"
"666","MAP2K5","NM_002757","ENSG00000137764","ENSG00000137764"
"667","PRPS1","NM_002764","ENSG00000147224","ENSG00000147224"
"668","PRPSAP1","NM_002766","ENSG00000161542","ENSG00000161542"
"669","CHMP1A","NM_002768","ENSG00000131165","ENSG00000131165"
"670","PSMA1","NM_002786","ENSG00000129084","ENSG00000129084"
"671","PSMA2","NM_002787","ENSG00000106588","ENSG00000106588"
"672","PSMA3","NM_002788","ENSG00000100567","ENSG00000100567"
"673","PSMA4","NM_002789","ENSG00000041357","ENSG00000041357"
"674","PSMA5","NM_002790","ENSG00000143106","ENSG00000143106"
"675","PSMA6","NM_002791","ENSG00000100902","ENSG00000100902"
"676","PSMA7","NM_002792","ENSG00000101182","ENSG00000101182"
"677","PSMB1","NM_002793","ENSG00000008018","ENSG00000008018"
"678","PSMB1","NM_002793","ENSG00000008018","ENSG00000281184"
"679","PSMB2","NM_002794","ENSG00000126067","ENSG00000126067"
"680","PSMB3","NM_002795","ENSG00000108294","ENSG00000277791"
"681","PSMB3","NM_002795","ENSG00000108294","ENSG00000275903"
"682","PSMB4","NM_002796","ENSG00000159377","ENSG00000159377"
"683","PSMB5","NM_002797","ENSG00000100804","ENSG00000100804"
"684","PSMB6","NM_002798","ENSG00000142507","ENSG00000142507"
"685","PSMB7","NM_002799","ENSG00000136930","ENSG00000136930"
"686","PSMC2","NM_002803","ENSG00000161057","ENSG00000161057"
"687","PSMC3","NM_002804","ENSG00000165916","ENSG00000165916"
"688","PSMC5","NM_002805","ENSG00000087191","ENSG00000087191"
"689","PSMC6","NM_002806","ENSG00000100519","ENSG00000100519"
"690","PSMD1","NM_002807","ENSG00000173692","ENSG00000173692"
"691","PSMD2","NM_002808","ENSG00000175166","ENSG00000175166"
"692","PSMD3","NM_002809","ENSG00000108344","ENSG00000108344"
"693","PSMD4","NM_002810","ENSG00000159352","ENSG00000159352"
"694","PSMD7","NM_002811","ENSG00000103035","ENSG00000103035"
"695","PSMD8","NM_002812","ENSG00000099341","ENSG00000099341"
"696","PSMD9","NM_002813","ENSG00000110801","ENSG00000110801"
"697","PSMD10","NM_002814","ENSG00000101843","ENSG00000101843"
"698","PSMD11","NM_002815","ENSG00000108671","ENSG00000108671"
"699","PSMD12","NM_002816","ENSG00000197170","ENSG00000197170"
"700","PSMD13","NM_002817","ENSG00000185627","ENSG00000185627"
"701","QSOX1","NM_002826","ENSG00000116260","ENSG00000116260"
"702","PTPN1","NM_002827","ENSG00000196396","ENSG00000196396"
"703","PTPN11","NM_002834","ENSG00000179295","ENSG00000179295"
"704","RAD1","NM_002853","ENSG00000113456","ENSG00000113456"
"705","PEX19","NM_002857","ENSG00000162735","ENSG00000162735"
"706","ABCD3","NM_002858","ENSG00000117528","ENSG00000117528"
"707","RAB2A","NM_002865","ENSG00000104388","ENSG00000104388"
"708","RAB5B","NM_002868","ENSG00000111540","ENSG00000111540"
"709","RAB6A","NM_002869","ENSG00000185023","ENSG00000175582"
"710","RAD17","NM_002873","ENSG00000152942","ENSG00000152942"
"711","RAD17","NM_002873","ENSG00000152942","ENSG00000276618"
"712","RAD23B","NM_002874","ENSG00000119318","ENSG00000119318"
"713","RAD51C","NM_002876","ENSG00000108384","ENSG00000108384"
"714","RAF1","NM_002880","ENSG00000132155","ENSG00000132155"
"715","RANBP1","NM_002882","ENSG00000099901","ENSG00000099901"
"716","RANGAP1","NM_002883","ENSG00000100401","ENSG00000100401"
"717","RAP1A","NM_002884","ENSG00000116473","ENSG00000116473"
"718","RARS","NM_002887","ENSG00000113643","ENSG00000113643"
"719","RBBP7","NM_002893","ENSG00000102054","ENSG00000102054"
"720","RBM4","NM_002896","ENSG00000173933","ENSG00000173933"
