Ensembl	species	Gene	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
ENSG00000172137	Mm Hs	CALB2	Neurons	CAL2	0.03	calbindin 2	protein-coding gene	1	Ectoderm	Brain	0	0.141111	0.00282752	0.0311499
ENSG00000016082	Mm Hs	ISL1	Neurons	Isl-1|ISLET1	0.028	ISL LIM homeobox 1	protein-coding gene	1	Ectoderm	Brain	0	0.0622222	0.0135093	0.029514
ENSG00000108342	Mm Hs	CSF3	Neurons	MGC45931|GCSF|G-CSF|C17orf33	0.003	colony stimulating factor 3	protein-coding gene	1	Ectoderm	Brain	0	0	0.00973924	0.00197669
ENSG00000100285	Mm Hs	NEFH	Neurons	NA	0.009	neurofilament heavy	protein-coding gene	1	Ectoderm	Brain	0.444444	0.0588889	0.00251335	0.00770227
ENSG00000104722	Mm Hs	NEFM	Neurons	NFM|NF-M|NEF3	0.028	neurofilament medium	protein-coding gene	1	Ectoderm	Brain	0.666667	0.146667	0.0182218	0.0211301
ENSG00000132535	Mm Hs	DLG4	Neurons	PSD-95|PSD95|SAP90|SAP-90	0.022	discs large MAGUK scaffold protein 4	protein-coding gene	1	Ectoderm	Brain	0	0.281111	0.000314169	0.0125417
ENSG00000124140	Mm Hs	SLC12A5	Neurons	KIAA1176|KCC2	0.048	solute carrier family 12 member 5	protein-coding gene	1	Ectoderm	Brain	0.666667	0.675556	0.00188501	0.0204485
ENSG00000022355	Mm Hs	GABRA1	Neurons	EJM5	0.027	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding gene	1	Ectoderm	Brain	0.111111	0.335556	0	0.0136323
ENSG00000240583	Mm Hs	AQP1	Neurons	CHIP28|CO	0.037	aquaporin 1 (Colton blood group)	protein-coding gene	1	Ectoderm	Brain	0	0	0.0179076	0.045123
ENSG00000119917	Mm Hs	IFIT3	Neurons	ISG60|RIG-G|CIG-49|IFI60|GARG-49|IRG2|IFIT4	0.014	interferon induced protein with tetratricopeptide repeats 3	protein-coding gene	1	Ectoderm	Brain	0	0	0.0219918	0.0121328
ENSG00000018280	Mm Hs	SLC11A1	Neurons	NRAMP|NRAMP1	0.017	solute carrier family 11 member 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.00659755	0.0209938
ENSG00000160180	Mm Hs	TFF3	Neurons	HITF|ITF	0.022	trefoil factor 3	protein-coding gene	1	Ectoderm	Brain	0	0	0.0452403	0.0153364
ENSG00000106688	Mm Hs	SLC1A1	Neurons	EAAC1|EAAT3	0.013	solute carrier family 1 member 1	protein-coding gene	1	Ectoderm	Brain	0	0.0344444	0.00157085	0.0149956
ENSG00000163739	Mm Hs	CXCL1	Neurons	SCYB1|GROa|MGSA-a|NAP-3|MGSA|GRO1|FSP	0.032	C-X-C motif chemokine ligand 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.0458687	0.032445
ENSG00000160683	Mm Hs	CXCR5	Neurons	MDR15|CD185|BLR1	0.001	C-X-C motif chemokine receptor 5	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00109059
ENSG00000163568	Mm Hs	AIM2	Neurons	PYHIN4	0.002	absent in melanoma 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00157085	0.00184037
ENSG00000132561	Mm Hs	MATN2	Neurons	NA	0.017	matrilin 2	protein-coding gene	1	Ectoderm	Brain	0	0.01	0.0179076	0.0182673
ENSG00000180773	Mm Hs	SLC36A4	Neurons	PAT4|FLJ38932	0.006	solute carrier family 36 member 4	protein-coding gene	1	Ectoderm	Brain	0	0.0366667	0.00754006	0.00122691
ENSG00000135406	Mm Hs	PRPH	Neurons	PRPH1|NEF4	0.011	peripherin	protein-coding gene	1	Ectoderm	Brain	0	0.00555556	0.024191	0.00913366
ENSG00000169057	Mm Hs	MECP2	Neurons	RTT|MRX16|MRX79	0.011	methyl-CpG binding protein 2	protein-coding gene	1	Ectoderm	Brain	0	0.0588889	0.0122526	0.00708881
ENSG00000254550	Mm Hs	OMP	Neurons	NA	0.001	olfactory marker protein	protein-coding gene	1	Ectoderm	Brain	0	0.00111111	0	0.00170404
ENSG00000179295	Mm Hs	PTPN11	Neurons	BPTP3|SH-PTP2|SHP-2|PTP2C|SHP2|NS1	0.05	"protein tyrosine phosphatase, non-receptor type 11"	protein-coding gene	1	Ectoderm	Brain	0.111111	0.111111	0.0326736	0.0511894
ENSG00000122585	Mm Hs	NPY	Neurons	PYY4	0.015	neuropeptide Y	protein-coding gene	1	Ectoderm	Brain	0	0.127778	0.00565504	0.0102924
ENSG00000159723	Mm Hs	AGRP	Neurons	Agrt|ART|ASIP2	0.001	agouti related neuropeptide	protein-coding gene	1	Ectoderm	Brain	0	0.0211111	0	0.00040897
ENSG00000182698	Mm Hs	RESP18	Neurons	NA	0.062	regulated endocrine specific protein 18	protein-coding gene	1	Ectoderm	Brain	0	0.725556	0	0.0377616
ENSG00000106089	Mm Hs	STX1A	Neurons	HPC-1|p35-1|STX1	0.013	syntaxin 1A	protein-coding gene	1	Ectoderm	Brain	0	0.0888889	0.00659755	0.0108377
ENSG00000149575	Mm Hs	SCN2B	Neurons	NA	0.035	sodium voltage-gated channel beta subunit 2	protein-coding gene	1	Ectoderm	Brain	0.222222	0.562222	0	0.0115193
ENSG00000140323	Mm Hs	DISP2	Neurons	DISPB|KIAA1742|HsT16908|LINC00594|C15orf36	0.03	dispatched RND transporter family member 2	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.418889	0	0.0137005
ENSG00000099625	Mm Hs	CBARP	Neurons	MGC40084|DOS|BARP|C19orf26	0.035	CACN subunit beta associated regulatory protein	protein-coding gene	NA	Ectoderm	Brain	0	0.491111	0.00314169	0.0158817
ENSG00000112309	Mm Hs	B3GAT2	Neurons	GlcAT-S	0.003	"beta-1,3-glucuronyltransferase 2"	protein-coding gene	1	Ectoderm	Brain	0	0.0177778	0	0.00327176
ENSG00000010932	Mm Hs	FMO1	Neurons	NA	0.012	flavin containing monooxygenase 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.000314169	0.0151319
ENSG00000163520	Mm Hs	FBLN2	Neurons	NA	0.025	fibulin 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.0197926	0.0286279
ENSG00000180730	Mm Hs	SHISA2	Neurons	bA398O19.2|PRO28631|WGAR9166|hShisa|C13orf13|TMEM46	0.011	shisa family member 2	protein-coding gene	1	Ectoderm	Brain	0.111111	0	0.0329877	0.00449867
ENSG00000187398	Mm Hs	LUZP2	Neurons	NA	0.037	leucine zipper protein 2	protein-coding gene	1	Ectoderm	Brain	0	0.0366667	0.00471254	0.0462136
ENSG00000164106	Mm Hs	SCRG1	Neurons	SCRG-1	0.037	stimulator of chondrogenesis 1	protein-coding gene	1	Ectoderm	Brain	0.111111	0	0.0169651	0.0454638
ENSG00000182103	Mm Hs	FAM181B	Neurons	LOC220382|MGC33846	0.018	family with sequence similarity 181 member B	protein-coding gene	NA	Ectoderm	Brain	0	0	0.000314169	0.0245382
ENSG00000017427	Mm Hs	IGF1	Neurons	IGF1A|IGFI|IGF-I|IGF	0.044	insulin like growth factor 1	protein-coding gene	1	Ectoderm	Brain	0	0.0644444	0.00282752	0.0537796
ENSG00000233932	Mm Hs	CTXN2	Neurons	NA	0.015	cortexin 2	protein-coding gene	NA	Ectoderm	Brain	0	0.235556	0	0.00504396
ENSG00000166448	Mm Hs	TMEM130	Neurons	DKFZp761L1417|FLJ42643	0.04	transmembrane protein 130	protein-coding gene	NA	Ectoderm	Brain	0.666667	0.653333	0	0.0127462
ENSG00000089091	Mm Hs	DZANK1	Neurons	FLJ10600|dJ568F9.2|FLJ30892|bA189K21.8|ANKRD64|C20orf84|C20orf12	0.015	double zinc ribbon and ankyrin repeat domains 1	protein-coding gene	NA	Ectoderm	Brain	0	0.258889	0.000628338	0.00443051
ENSG00000068366	Mm Hs	ACSL4	Neurons	ACS4|LACS4|FACL4|MRX63|MRX68	0.035	acyl-CoA synthetase long chain family member 4	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.158889	0.0163368	0.0325813
ENSG00000139182	Mm Hs	CLSTN3	Neurons	CSTN3|KIAA0726|CDHR14	0.033	calsyntenin 3	protein-coding gene	NA	Ectoderm	Brain	0.666667	0.547778	0.000628338	0.0096108
ENSG00000242173	Mm Hs	ARHGDIG	Neurons	RHOGDI-3	0.038	Rho GDP dissociation inhibitor gamma	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.371111	0.00282752	0.0270602
ENSG00000173805	Mm Hs	HAP1	Neurons	hHLP1|HIP5	0.041	huntingtin associated protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.608889	0.000628338	0.0168359
ENSG00000125841	Mm Hs	NRSN2	Neurons	dJ1103G7.6|C20orf98	0.032	neurensin 2	protein-coding gene	NA	Ectoderm	Brain	0	0.551111	0.000628338	0.00811124
ENSG00000183044	Mm Hs	ABAT	Neurons	GABAT	0.032	4-aminobutyrate aminotransferase	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.336667	0.00282752	0.0203803
ENSG00000163517	Mm Hs	HDAC11	Neurons	NA	0.032	histone deacetylase 11	protein-coding gene	NA	Ectoderm	Brain	0	0.343333	0.018536	0.0175857
ENSG00000014824	Mm Hs	SLC30A9	Neurons	HUEL|ZNT9|GAC63|C4orf1	0.04	solute carrier family 30 member 9	protein-coding gene	NA	Ectoderm	Brain	0	0.284444	0.0254477	0.0297185
ENSG00000085365	Mm Hs	SCAMP1	Neurons	SCAMP37	0.041	secretory carrier membrane protein 1	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.361111	0.0125668	0.0289006
ENSG00000198934	Mm Hs	MAGEE1	Neurons	KIAA1587|DAMAGE	0.021	MAGE family member E1	protein-coding gene	NA	Ectoderm	Brain	0	0.285556	0	0.00995161
ENSG00000104490	Mm Hs	NCALD	Neurons	NA	0.035	neurocalcin delta	protein-coding gene	NA	Ectoderm	Brain	0	0.341111	0.00125668	0.0256288
ENSG00000181789	Mm Hs	COPG1	Neurons	COPG	0.039	coatomer protein complex subunit gamma 1	protein-coding gene	NA	Ectoderm	Brain	0	0.361111	0.0150801	0.0259014
ENSG00000129159	Mm Hs	KCNC1	Neurons	Kv3.1	0.03	potassium voltage-gated channel subfamily C member 1	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.455556	0	0.0123373
ENSG00000109670	Mm Hs	FBXW7	Neurons	AGO|FLJ11071|SEL-10|SEL10|FBW7|CDC4|FBXW6	0.038	F-box and WD repeat domain containing 7	protein-coding gene	NA	Ectoderm	Brain	0	0.271111	0.0373861	0.0233795
ENSG00000113327	Mm Hs	GABRG2	Neurons	NA	0.024	gamma-aminobutyric acid type A receptor gamma2 subunit	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.341111	0.000314169	0.0106332
ENSG00000136448	Mm Hs	NMT1	Neurons	NMT	0.028	N-myristoyltransferase 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0688889	0.0251335	0.0261741
ENSG00000032219	Mm Hs	ARID4A	Neurons	RBP1|RBP-1|RBBP1	0.051	AT-rich interaction domain 4A	protein-coding gene	NA	Ectoderm	Brain	0.666667	0.173333	0.0436695	0.0465544
ENSG00000212643	Mm Hs	ZRSR1	Neurons	NA	0.005	"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1"	protein coding gene	NA	Ectoderm	Brain	0	0.0555556	0	0.00279463
ENSG00000091844	Mm Hs	RGS17	Neurons	RGSZ2|RGS-17	0.031	regulator of G protein signaling 17	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.424444	0.00314169	0.0135642
ENSG00000142046	Mm Hs	TMEM91	Neurons	FLJ27310|IFITMD6|DSPC3	0.011	transmembrane protein 91	protein-coding gene	NA	Ectoderm	Brain	0	0.18	0.0116243	0.000136323
ENSG00000164885	Mm Hs	CDK5	Neurons	PSSALRE	0.026	cyclin dependent kinase 5	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.144444	0.00659755	0.0231068
ENSG00000160633	Mm Hs	SAFB	Neurons	HET|SAFB1	0.061	scaffold attachment factor B	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.108889	0.0628338	0.0570513
ENSG00000187147	Mm Hs	RNF220	Neurons	FLJ10597|C1orf164	0.044	ring finger protein 220	protein-coding gene	NA	Ectoderm	Brain	0	0.168889	0.0175935	0.0433508
ENSG00000058335	Mm Hs	RASGRF1	Neurons	CDC25L|GRF55|H-GRF55|GNRP|PP13187|GRF1	0.023	Ras protein specific guanine nucleotide releasing factor 1	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.391111	0.00219918	0.00627087
ENSG00000204071	Mm Hs	TCEAL6	Neurons	WEX2	0.015	transcription elongation factor A like 6	protein-coding gene	NA	Ectoderm	Brain	0	0.261111	0.000942507	0.00429419
ENSG00000258986	Mm Hs	TMEM179	Neurons	FLJ42486|TMEM179A|C14orf90	0.03	transmembrane protein 179	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.468889	0	0.0113148
ENSG00000145029	Mm Hs	NICN1	Neurons	MGC12936	0.022	nicolin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.215556	0	0.0161543
ENSG00000134265	Mm Hs	NAPG	Neurons	NA	0.033	NSF attachment protein gamma	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.346667	0.020421	0.016427
ENSG00000153815	Mm Hs	CMIP	Neurons	NA	0.031	c-Maf inducing protein	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.204444	0.0254477	0.0225615
ENSG00000015171	Mm Hs	ZMYND11	Neurons	BS69	0.036	zinc finger MYND-type containing 11	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.204444	0.0103676	0.0330584
ENSG00000005486	Mm Hs	RHBDD2	Neurons	NPD007|RHBDL7	0.026	rhomboid domain containing 2	protein-coding gene	NA	Ectoderm	Brain	1	0.124444	0.0810556	0.00429419
ENSG00000177511	Mm Hs	ST8SIA3	Neurons	SIAT8C	0.017	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"	protein-coding gene	NA	Ectoderm	Brain	0	0.267778	0	0.00688433
ENSG00000102103	Mm Hs	PQBP1	Neurons	RENS1|MRXS8|SHS|MRX55|MRX2|MRXS3	0.06	polyglutamine binding protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.134444	0.0870248	0.043419
ENSG00000007264	Mm Hs	MATK	Neurons	HYLTK|CTK|HYL|Lsk|HHYLTK|DKFZp434N1212|MGC1708|MGC2101	0.032	megakaryocyte-associated tyrosine kinase	protein-coding gene	NA	Ectoderm	Brain	0	0.417778	0.018536	0.0134279
ENSG00000067445	Mm Hs	TRO	Neurons	MAGE-D3|KIAA1114|MAGED3	0.032	trophinin	protein-coding gene	NA	Ectoderm	Brain	0	0.568889	0.00125668	0.00824756
ENSG00000011243	Mm Hs	AKAP8L	Neurons	NAKAP95|HAP95	0.027	A-kinase anchoring protein 8 like	protein-coding gene	NA	Ectoderm	Brain	0	0.166667	0.0380145	0.0158817
ENSG00000133878	Mm Hs	DUSP26	Neurons	MGC1136	0.04	dual specificity phosphatase 26	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.39	0.0116243	0.0267875
ENSG00000129990	Mm Hs	SYT5	Neurons	NA	0.033	synaptotagmin 5	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.377778	0.00345586	0.020653
ENSG00000128683	Mm Hs	GAD1	Neurons	GAD	0.03	glutamate decarboxylase 1	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.425556	0.00251335	0.013496
ENSG00000059122	Mm Hs	FLYWCH1	Neurons	DKFZp761A132	0.022	FLYWCH-type zinc finger 1	protein-coding gene	NA	Ectoderm	Brain	0	0.228889	0.00282752	0.0148592
ENSG00000152214	Mm Hs	RIT2	Neurons	RIBA|RIN	0.029	Ras like without CAAX 2	protein-coding gene	NA	Ectoderm	Brain	0	0.434444	0.000314169	0.0123373
ENSG00000204065	Mm Hs	TCEAL5	Neurons	WEX4	0.025	transcription elongation factor A like 5	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.38	0.00816839	0.00804308
ENSG00000130822	Mm Hs	PNCK	Neurons	MGC45419|CaMK1b	0.021	pregnancy up-regulated nonubiquitous CaM kinase	protein-coding gene	NA	Ectoderm	Brain	0	0.343333	0	0.00708881
ENSG00000105696	Mm Hs	TMEM59L	Neurons	BSMAP|C19orf4	0.046	transmembrane protein 59 like	protein-coding gene	NA	Ectoderm	Brain	0.888889	0.658889	0.00754006	0.0175176
ENSG00000196507	Mm Hs	TCEAL3	Neurons	MGC15737|WEX8	0.041	transcription elongation factor A like 3	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.358889	0.0584354	0.0149274
ENSG00000158301	Mm Hs	GPRASP2	Neurons	GASP2|FLJ37327	0.033	G protein-coupled receptor associated sorting protein 2	protein-coding gene	NA	Ectoderm	Brain	0	0.574444	0	0.00926999
ENSG00000184368	Mm Hs	MAP7D2	Neurons	FLJ14503	0.039	MAP7 domain containing 2	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.486667	0.0263902	0.015609
ENSG00000225783	Mm Hs	MIAT	Neurons	FLJ25967|Rncr2|gomafu|NCRNA00066|LINC00066|lncRNA-MIAT|C22orf35	0.02	myocardial infarction associated transcript	non-coding RNA	NA	Ectoderm	Brain	0.666667	0.172222	0.0144518	0.00947447
ENSG00000023287	Mm Hs	RB1CC1	Neurons	KIAA0203|Cc1|DRAGOU14|FIP200|ATG17|PPP1R131	0.058	RB1 inducible coiled-coil 1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.211111	0.0945649	0.0388522
ENSG00000125675	Mm Hs	GRIA3	Neurons	GluA3|GLURC|MRX94|GLUR3	0.02	glutamate ionotropic receptor AMPA type subunit 3	protein-coding gene	NA	Ectoderm	Brain	0	0.227778	0.00219918	0.0105651
ENSG00000172915	Mm Hs	NBEA	Neurons	KIAA1544|BCL8B|FLJ10197|LYST2	0.032	neurobeachin	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.262222	0.00439837	0.0250835
ENSG00000061936	Mm Hs	SFSWAP	Neurons	SFRS8	0.025	splicing factor SWAP	protein-coding gene	NA	Ectoderm	Brain	0	0.0555556	0.0135093	0.0255606
ENSG00000126870	Mm Hs	WDR60	Neurons	FLJ10300|FAP163	0.017	WD repeat domain 60	protein-coding gene	NA	Ectoderm	Brain	0	0.00888889	0.0562363	0.00926999
ENSG00000144285	Mm Hs	SCN1A	Neurons	Nav1.1|GEFSP2|SMEI|SCN1|FEB3	0.018	sodium voltage-gated channel alpha subunit 1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.293333	0.00125668	0.00579374
ENSG00000185946	Mm Hs	RNPC3	Neurons	KIAA1839|FLJ20008|RBM40	0.02	"RNA binding region (RNP1, RRM) containing 3"	protein-coding gene	NA	Ectoderm	Brain	0	0.248889	0.00219918	0.010974
ENSG00000037965	Mm Hs	HOXC8	Neurons	HOX3A	0.005	homeobox C8	protein-coding gene	NA	Ectoderm	Brain	0	0.00777778	0.00314169	0.00518029
ENSG00000142599	Mm Hs	RERE	Neurons	KIAA0458|DNB1|ATN1L	0.049	arginine-glutamic acid dipeptide repeats	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.188889	0.0386428	0.0429419
ENSG00000196876	Mm Hs	SCN8A	Neurons	Nav1.6|NaCh6|PN4|CerIII|CIAT	0.025	sodium voltage-gated channel alpha subunit 8	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.325556	0	0.0129507
ENSG00000100815	Mm Hs	TRIP11	Neurons	CEV14|Trip230|GMAP-210|GMAP210	0.037	thyroid hormone receptor interactor 11	protein-coding gene	NA	Ectoderm	Brain	0	0.0444444	0.0430412	0.0366028
ENSG00000165521	Mm Hs	EML5	Neurons	HuEMAP-2	0.01	echinoderm microtubule associated protein like 5	protein-coding gene	NA	Ectoderm	Brain	0	0.114444	0	0.00579374
ENSG00000055609	Mm Hs	KMT2C	Neurons	KIAA1506|HALR|MLL3	0.037	lysine methyltransferase 2C	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.0677778	0.0493245	0.0323086
ENSG00000115977	Mm Hs	AAK1	Neurons	KIAA1048|DKFZp686K16132	0.044	AP2 associated kinase 1	protein-coding gene	NA	Ectoderm	Brain	0.555556	0.47	0.0320452	0.0214709
ENSG00000130254	Mm Hs	SAFB2	Neurons	KIAA0138	0.024	scaffold attachment factor B2	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.0266667	0.0486962	0.0174494
ENSG00000151835	Mm Hs	SACS	Neurons	ARSACS|KIAA0730|DKFZp686B15167|DNAJC29|SPAX6|PPP1R138	0.005	sacsin molecular chaperone	protein-coding gene	NA	Ectoderm	Brain	0	0.04	0.00471254	0.00279463
ENSG00000198626	Mm Hs	RYR2	Neurons	ARVC2|VTSIP|ARVD2	0.008	ryanodine receptor 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0844444	0	0.00449867
ENSG00000104218	Mm Hs	CSPP1	Neurons	FLJ22490|CSPP|JBTS21	0.018	centrosome and spindle pole associated protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0533333	0.0263902	0.0154045
ENSG00000152578	Mm Hs	GRIA4	Neurons	GluA4|GLURD|GLUR4	0.014	glutamate ionotropic receptor AMPA type subunit 4	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.154444	0.00251335	0.00811124
ENSG00000124177	Mm Hs	CHD6	Neurons	KIAA1335|FLJ22369|dJ620E11.1|RIGB	0.044	chromodomain helicase DNA binding protein 6	protein-coding gene	NA	Ectoderm	Brain	0	0.305556	0.0267044	0.0308091
ENSG00000147905	Mm Hs	ZCCHC7	Neurons	FLJ22611|AIR1	0.034	zinc finger CCHC-type containing 7	protein-coding gene	NA	Ectoderm	Brain	0	0.227778	0.0345586	0.0217436
ENSG00000186566	Mm Hs	GPATCH8	Neurons	KIAA0553|GPATC8	0.048	G-patch domain containing 8	protein-coding gene	NA	Ectoderm	Brain	0	0.296667	0.00942507	0.0435553
ENSG00000186472	Mm Hs	PCLO	Neurons	KIAA0559|DKFZp779G1236|ACZ	0.039	piccolo presynaptic cytomatrix protein	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.503333	0.0040842	0.0175176
ENSG00000131018	Mm Hs	SYNE1	Neurons	SYNE-1B|KIAA0796|8B|Nesprin-1|enaptin|MYNE1|CPG2|dJ45H2.2|SCAR8|ARCA1|Nesp1|C6orf98	0.05	spectrin repeat containing nuclear envelope protein 1	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.368889	0.0144518	0.0381024
ENSG00000117707	Mm Hs	PROX1	Neurons	NA	0.028	prospero homeobox 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0544444	0.0109959	0.0311499
ENSG00000154146	Mm Hs	NRGN	Neurons	NA	0.031	neurogranin	protein-coding gene	1	Ectoderm	Brain	0.111111	0.177778	0.0106817	0.0257651
ENSG00000198729	Mm Hs	PPP1R14C	Neurons	NY-BR-81|KEPI	0.026	protein phosphatase 1 regulatory inhibitor subunit 14C	protein-coding gene	NA	Ectoderm	Brain	0	0.0588889	0.00596921	0.0299911
ENSG00000163630	Mm Hs	SYNPR	Neurons	MGC26651	0.022	synaptoporin	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.166667	0	0.0190853
ENSG00000160050	Mm Hs	CCDC28B	Neurons	MGC1203|RP4-622L5.5	0.02	coiled-coil domain containing 28B	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.0333333	0.018536	0.0195624
ENSG00000135750	Mm Hs	KCNK1	Neurons	K2p1.1|TWIK-1	0.042	potassium two pore domain channel subfamily K member 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0755556	0.027961	0.0446459
ENSG00000119865	Mm Hs	CNRIP1	Neurons	DKFZP566K1924|CRIP1|CRIP1a|CRIP1b|C2orf32	0.031	cannabinoid receptor interacting protein 1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.2	0.022306	0.023175
ENSG00000260230	Mm Hs	FRRS1L	Neurons	CG-6|C9orf4	0.028	ferric chelate reductase 1 like	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.378889	0.000628338	0.0127462
ENSG00000165716	Mm Hs	FAM69B	Neurons	MGC20262|C9orf136	0.034	family with sequence similarity 69 member B	protein-coding gene	NA	Ectoderm	Brain	0	0.286667	0.000628338	0.0278781
ENSG00000250510	Mm Hs	GPR162	Neurons	A-2|GRCA	0.019	G protein-coupled receptor 162	protein-coding gene	NA	Ectoderm	Brain	0	0.231111	0.000314169	0.0115193
ENSG00000166862	Mm Hs	CACNG2	Neurons	stargazin|MGC138502|MGC138504	0.014	calcium voltage-gated channel auxiliary subunit gamma 2	protein-coding gene	NA	Ectoderm	Brain	0	0.191111	0	0.00702065
ENSG00000196104	Mm Hs	SPOCK3	Neurons	testican-3	0.036	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"	protein-coding gene	NA	Ectoderm	Brain	0.555556	0.375556	0.00628338	0.0232431
ENSG00000186479	Mm Hs	RGS7BP	Neurons	R7BP	0.034	regulator of G protein signaling 7 binding protein	protein-coding gene	NA	Ectoderm	Brain	0	0.307778	0	0.0265831
ENSG00000197959	Mm Hs	DNM3	Neurons	KIAA0820	0.043	dynamin 3	protein-coding gene	NA	Ectoderm	Brain	0.777778	0.451111	0.000942507	0.0293095
ENSG00000206140	Mm Hs	TMEM191C	Neurons	NA	0.031	transmembrane protein 191C	protein-coding gene	NA	Ectoderm	Brain	0	0.353333	0.0201068	0.0149274
ENSG00000197106	Mm Hs	SLC6A17	Neurons	NA	0.023	solute carrier family 6 member 17	protein-coding gene	NA	Ectoderm	Brain	0	0.303333	0	0.0121328
ENSG00000187957	Mm Hs	DNER	Neurons	UNQ26|bet	0.046	delta/notch like EGF repeat containing	protein-coding gene	NA	Ectoderm	Brain	1	0.456667	0.0153943	0.0297867
ENSG00000168959	Mm Hs	GRM5	Neurons	MGLUR5|GPRC1E|mGlu5|PPP1R86	0.033	glutamate metabotropic receptor 5	protein-coding gene	NA	Ectoderm	Brain	0	0.468889	0	0.0158817
ENSG00000174469	Mm Hs	CNTNAP2	Neurons	Caspr2|KIAA0868	0.037	contactin associated protein like 2	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.321111	0.0229343	0.0235158
ENSG00000168993	Mm Hs	CPLX1	Neurons	CPX-I	0.026	complexin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.293333	0	0.0165633
ENSG00000101438	Mm Hs	SLC32A1	Neurons	VGAT|bA122O1.1|VIAAT	0.026	solute carrier family 32 member 1	protein-coding gene	NA	Ectoderm	Brain	0	0.42	0.00157085	0.00845205
ENSG00000170579	Mm Hs	DLGAP1	Neurons	GKAP|SAPAP1|DAP-1	0.036	DLG associated protein 1	protein-coding gene	NA	Ectoderm	Brain	0.444444	0.341111	0.000942507	0.0265149
ENSG00000158528	Mm Hs	PPP1R9A	Neurons	Neurabin-I|KIAA1222|FLJ20068	0.044	protein phosphatase 1 regulatory subunit 9A	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.468889	0.00439837	0.0284234
ENSG00000130119	Mm Hs	GNL3L	Neurons	FLJ10613|GNL3B	0.053	G protein nucleolar 3 like	protein-coding gene	NA	Ectoderm	Brain	0	0.646667	0.000314169	0.0306046
ENSG00000174460	Mm Hs	ZCCHC12	Neurons	FLJ16123|SIZN|SIZN1|PNMA7A	0.038	zinc finger CCHC-type containing 12	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.498889	0	0.0205848
